"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Lowest_Common_Taxon_Name","Lowest_Common_Taxon_lvl","...8","...9","...10","Scientific_Name","Lowest_Taxonomic_Resolution","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Trophic_Category_2","Diet","Diet_Source","Diet_Source_2","Mean_Harvest_Time","SD_Harvest_Time","HT_Source","X"
"395","Birds and Eggs","Migratory Birds","Duck","Northern Shoveler","Northern Shoveler",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
"396","Birds and Eggs","Migratory Birds","Seabirds and Loons","Cormorants","Double-Crested Cormorant",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
"397","Birds and Eggs","Migratory Birds","Seabirds and Loons","Cormorants","Pelagic Cormorant",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187
"398","Birds and Eggs","Migratory Birds","Seabirds and Loons","Cormorants","Unknown Cormorant",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188
"399","Birds and Eggs","Migratory Birds","Seabirds and Loons","Gull","Unknown Gull",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
"400","Birds and Eggs","Migratory Birds","Seabirds and Loons","Kittiwakes","Black Legged Kittiwake",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
"401","Birds and Eggs","Migratory Birds","Seabirds and Loons","Murre","Common Murre",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
"402","Birds and Eggs","Migratory Birds","Seabirds and Loons","Murre","Unknown Murre",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194
"403","Birds and Eggs","Migratory Birds","Seabirds and Loons","Puffin","Horned Puffin",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
"404","Birds and Eggs","Migratory Birds","Seabirds and Loons","Puffin","Tufted Puffin",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"405","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Gull Eggs","Unknown Gull Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"406","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Murre Eggs","Unknown Murre Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"407","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Puffin Eggs","Unknown Puffin Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"408","Birds and Eggs","Migratory Birds","Crane","Crane","Unknown Crane",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
"409","Birds and Eggs","Other Birds","Upland Game Birds","Grouse","Sharp-Tailed Grouse",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"410","Birds and Eggs","Other Birds","Upland Game Birds","Ptarmigan","White-tailed Ptarmigan",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
"411","Marine Invertebrates","Marine Invertebrates","Oyster","Oyster","Rock Oyster",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244
"412","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
"413","Marine Invertebrates","Marine Invertebrates","Clam","Clam","Softshell Clam",NA,NA,NA,NA,NA,NA,NA,"Nearshore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253
"414","Marine Invertebrates","Marine Invertebrates","Crab","Hair Crab","Hair Crab",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255
"415","Vegetation","Vegetation","Berries","Berries","Bearberry",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272
