Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
1.5,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Index Communities Year 1,210
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Southeast Index Communities,210
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,Hoonah Lands Partnership,243
1.5,Southeast,Black Rockfish [Rod and Reel],122602002,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Index Communities Year 1,210
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Southeast Index Communities,210
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Black Rockfish [Other Gear],122602003,Ind.,Hoonah Lands Partnership,243
1.5,Southeast,Black Rockfish [Other Gear],122602003,Ind.,NPRB Yakutat Comprehensive,251
2,Southeast,Red Rockfish,122604000,Ind.,Southeast Timber 1984/1985,13
3,Southeast,Red Rockfish,122604000,Ind.,Southeast Timber 1984/1985,13
3,Southeast,Red Rockfish,122604000,Ind.,Southeast Timber 1985/1986,50
4,Southeast,Red Rockfish,122604000,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Red Rockfish,122604000,Ind.,Prince of Wales 1997/1998,114
4,Southeast,Red Rockfish,122604000,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Red Rockfish,122604000,Ind.,Saxman 1999,133
4,Southeast,Red Rockfish,122604000,Ind.,Saxman 1999/2000,133
4,Southeast,Red Rockfish,122604000,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Red Rockfish,122604000,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Red Rockfish [CF Retention],122604001,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Red Rockfish [CF Retention],122604001,Ind.,Prince of Wales 1997/1998,114
4,Southeast,Red Rockfish [CF Retention],122604001,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Red Rockfish [Rod and Reel],122604002,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Red Rockfish [Rod and Reel],122604002,Ind.,Prince of Wales 1997/1998,114
4,Southeast,Red Rockfish [Rod and Reel],122604002,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Red Rockfish [Rod and Reel],122604002,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Red Rockfish [Rod and Reel],122604002,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Red Rockfish [Other Gear],122604003,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Red Rockfish [Other Gear],122604003,Ind.,Prince of Wales 1997/1998,114
4,Southeast,Red Rockfish [Other Gear],122604003,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Red Rockfish [Other Gear],122604003,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Red Rockfish [Other Gear],122604003,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Index Communities Year 1,210
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Southeast Index Communities,210
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,Hoonah Lands Partnership,243
3,Southeast,Yellow Eye Rockfish,122606000,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,Index Communities Year 1,210
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,Southeast Index Communities,210
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,Hoonah Lands Partnership,243
3,Southeast,Yellow Eye Rockfish [CF Retention],122606001,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Index Communities Year 1,210
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Southeast Index Communities,210
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,Hoonah Lands Partnership,243
3,Southeast,Yellow Eye Rockfish [Rod and Reel],122606002,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Index Communities Year 1,210
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Southeast Index Communities,210
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,Hoonah Lands Partnership,243
3,Southeast,Yellow Eye Rockfish [Other Gear],122606003,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Quillback Rockfish,122612000,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Quillback Rockfish,122612000,Ind.,Index Communities Year 1,210
3,Southeast,Quillback Rockfish,122612000,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Quillback Rockfish,122612000,Ind.,Southeast Index Communities,210
3,Southeast,Quillback Rockfish,122612000,Ind.,Hoonah Lands Partnership,243
3,Southeast,Quillback Rockfish [CF Retention],122612001,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Quillback Rockfish [CF Retention],122612001,Ind.,Index Communities Year 1,210
3,Southeast,Quillback Rockfish [CF Retention],122612001,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Quillback Rockfish [CF Retention],122612001,Ind.,Southeast Index Communities,210
3,Southeast,Quillback Rockfish [Rod and Reel],122612002,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Quillback Rockfish [Rod and Reel],122612002,Ind.,Index Communities Year 1,210
3,Southeast,Quillback Rockfish [Rod and Reel],122612002,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Quillback Rockfish [Rod and Reel],122612002,Ind.,Southeast Index Communities,210
3,Southeast,Quillback Rockfish [Rod and Reel],122612002,Ind.,Hoonah Lands Partnership,243
3,Southeast,Quillback Rockfish [Other Gear],122612003,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Quillback Rockfish [Other Gear],122612003,Ind.,Index Communities Year 1,210
3,Southeast,Quillback Rockfish [Other Gear],122612003,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Quillback Rockfish [Other Gear],122612003,Ind.,Southeast Index Communities,210
3,Southeast,Quillback Rockfish [Other Gear],122612003,Ind.,Hoonah Lands Partnership,243
2,Southeast,Unknown Rockfish,122699000,Ind.,Southeast Timber 1984/1985,13
3,Southeast,Unknown Rockfish,122699000,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish,122699000,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish,122699000,Ind.,Prince of Wales 1997/1998,114
3.06,Southeast,Unknown Rockfish,122699000,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Unknown Rockfish,122699000,Ind.,Saxman 1999,133
4,Southeast,Unknown Rockfish,122699000,Ind.,Saxman 1999/2000,133
3,Southeast,Unknown Rockfish,122699000,Ind.,Yakutat Household Survey 2000,137
2.5478241,Southeast,Unknown Rockfish,122699000,Ind.,Alaska Peninsula Index Communities,210
2.5478241,Southeast,Unknown Rockfish,122699000,Ind.,Index Communities Year 1,210
2.5478241,Southeast,Unknown Rockfish,122699000,Ind.,Index Communities Year 2 (Southeast AK),210
2.5478241,Southeast,Unknown Rockfish,122699000,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish,122699000,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Unknown Rockfish,122699000,Ind.,Index Communities Year 1,210
3,Southeast,Unknown Rockfish,122699000,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Unknown Rockfish,122699000,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish,122699000,Ind.,Chilkat Chinook Salmon Ethnography,219
2.278445,Southeast,Unknown Rockfish,122699000,Ind.,Hoonah Lands Partnership,243
1.8405088,Southeast,Unknown Rockfish,122699000,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Rockfish,122699000,lb.,Southeast Timber 1985/1986,50
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Yakutat Household Survey 2000,137
2.5478241,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Alaska Peninsula Index Communities,210
2.5478241,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Index Communities Year 1,210
2.5478241,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Index Communities Year 2 (Southeast AK),210
2.5478241,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Index Communities Year 1,210
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish [CF Retention],122699001,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Prince of Wales 1997/1998,114
3.06,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Yakutat Household Survey 2000,137
2.5478241,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Alaska Peninsula Index Communities,210
2.5478241,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Index Communities Year 1,210
2.5478241,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Index Communities Year 2 (Southeast AK),210
2.5478241,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Index Communities Year 1,210
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Southeast Index Communities,210
2.278445,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,Hoonah Lands Partnership,243
1.8405088,Southeast,Unknown Rockfish [Rod and Reel],122699002,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Southeast Harvest Update 1996,105
3.06,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Prince of Wales 1997/1998,114
3.06,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Yakutat Household Survey 2000,137
2.5478241,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Alaska Peninsula Index Communities,210
2.5478241,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Index Communities Year 1,210
2.5478241,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Index Communities Year 2 (Southeast AK),210
2.5478241,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Southeast Index Communities,210
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Index Communities Year 1,210
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Southeast Index Communities,210
2.278445,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,Hoonah Lands Partnership,243
1.8405088,Southeast,Unknown Rockfish [Other Gear],122699003,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Sablefish (black cod),122800000,Ind.,Southeast Timber 1984/1985,13
3.7,Southeast,Sablefish (black cod),122800000,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Sablefish (black cod),122800000,Ind.,Southeast Harvest Update 1996,105
3.7,Southeast,Sablefish (black cod),122800000,Ind.,Prince of Wales 1997/1998,114
3.7,Southeast,Sablefish (black cod),122800000,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Sablefish (black cod),122800000,Ind.,Saxman 1999,133
4,Southeast,Sablefish (black cod),122800000,Ind.,Saxman 1999/2000,133
4,Southeast,Sablefish (black cod),122800000,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Sablefish (black cod),122800000,Ind.,Alaska Peninsula Index Communities,210
4,Southeast,Sablefish (black cod),122800000,Ind.,Index Communities Year 1,210
4,Southeast,Sablefish (black cod),122800000,Ind.,Index Communities Year 2 (Southeast AK),210
4,Southeast,Sablefish (black cod),122800000,Ind.,Southeast Index Communities,210
4,Southeast,Sablefish (black cod),122800000,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Sablefish (black cod),122800000,Ind.,Hoonah Lands Partnership,243
3.1,Southeast,Sablefish (black cod),122800000,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Sablefish (black cod),122800000,lb.,Southeast Timber 1985/1986,50
3.7,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Southeast Harvest Update 1996,105
3.7,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Prince of Wales 1997/1998,114
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Alaska Peninsula Index Communities,210
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Index Communities Year 1,210
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Index Communities Year 2 (Southeast AK),210
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Southeast Index Communities,210
4,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,Chilkat Chinook Salmon Ethnography,219
3.1,Southeast,Sablefish (black cod) [CF Retention],122800001,Ind.,NPRB Yakutat Comprehensive,251
3.7,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Southeast Harvest Update 1996,105
3.7,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Prince of Wales 1997/1998,114
3.7,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Alaska Peninsula Index Communities,210
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Index Communities Year 1,210
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Index Communities Year 2 (Southeast AK),210
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Southeast Index Communities,210
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,Hoonah Lands Partnership,243
3.1,Southeast,Sablefish (black cod) [Rod and Reel],122800002,Ind.,NPRB Yakutat Comprehensive,251
3.7,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Southeast Harvest Update 1996,105
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Southeast Harvest Update 1996,105
3.7,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Prince of Wales 1997/1998,114
3.7,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Yakutat Household Survey 2000,137
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Alaska Peninsula Index Communities,210
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Index Communities Year 1,210
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Index Communities Year 2 (Southeast AK),210
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Southeast Index Communities,210
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Sablefish (black cod) [Other Gear],122800003,Ind.,Hoonah Lands Partnership,243
